 -0.03077, 0.00032, 0.04638, -0.02551, 0.02099, 0.99945, 
 -0.03078, 0.00029, 0.04637, -0.02680, 0.02112, 0.99942, 
 -0.03079, 0.00026, 0.04635, -0.02775, 0.02114, 0.99939, 
 -0.03078, 0.00032, 0.04642, -0.02739, 0.02187, 0.99939, 
 -0.03081, 0.00039, 0.04644, -0.02890, 0.02250, 0.99933, 
 -0.01518, 0.00042, 0.04637, 0.02320, 0.02856, 0.99932, 
 -0.01517, 0.00042, 0.04634, 0.02271, 0.02845, 0.99934, 
 -0.01515, 0.00043, 0.04638, 0.02288, 0.02906, 0.99932, 
 -0.01511, 0.00045, 0.04642, 0.02466, 0.03020, 0.99924, 
 -0.01512, 0.00044, 0.04642, 0.02405, 0.02936, 0.99928, 
 -0.00053, 0.00055, 0.04657, 0.03745, 0.01909, 0.99912, 
 -0.00053, 0.00056, 0.04658, 0.03793, 0.01932, 0.99909, 
 -0.00054, 0.00057, 0.04658, 0.03710, 0.02016, 0.99911, 
 -0.00053, 0.00057, 0.04658, 0.03778, 0.01986, 0.99909, 
 -0.00053, 0.00056, 0.04658, 0.03768, 0.01953, 0.99910, 
 0.01466, 0.00040, 0.04607, 0.03021, 0.00844, 0.99951, 
 0.01465, 0.00041, 0.04607, 0.02995, 0.00876, 0.99951, 
 0.01466, 0.00044, 0.04609, 0.03063, 0.01034, 0.99948, 
 0.01469, 0.00042, 0.04610, 0.03159, 0.00900, 0.99946, 
 0.01470, 0.00042, 0.04609, 0.03265, 0.00900, 0.99943, 
 0.02945, 0.00017, 0.04585, 0.01285, 0.00174, 0.99992, 
 0.02945, 0.00019, 0.04590, 0.01268, 0.00112, 0.99992, 
 0.02943, 0.00022, 0.04591, 0.01189, 0.00165, 0.99993, 
 0.02942, 0.00021, 0.04589, 0.01155, 0.00113, 0.99993, 
 0.02940, 0.00020, 0.04591, 0.01142, 0.00111, 0.99993, 
 -0.03066, 0.01494, 0.04624, 0.00234, 0.01485, 0.99989, 
 -0.03066, 0.01495, 0.04621, 0.00326, 0.01601, 0.99987, 
 -0.03065, 0.01495, 0.04620, 0.00313, 0.01609, 0.99987, 
 -0.03065, 0.01502, 0.04625, 0.00341, 0.01802, 0.99983, 
 -0.03068, 0.01503, 0.04630, 0.00254, 0.01833, 0.99983, 
 -0.01564, 0.01535, 0.04581, 0.02005, 0.02225, 0.99955, 
 -0.01563, 0.01534, 0.04582, 0.02085, 0.02137, 0.99955, 
 -0.01561, 0.01536, 0.04583, 0.02161, 0.02191, 0.99953, 
 -0.01559, 0.01536, 0.04589, 0.02128, 0.02182, 0.99954, 
 -0.01557, 0.01536, 0.04589, 0.02135, 0.02203, 0.99953, 
 -0.00050, 0.01559, 0.04583, 0.02095, 0.02114, 0.99956, 
 -0.00049, 0.01560, 0.04592, 0.02372, 0.02085, 0.99950, 
 -0.00046, 0.01563, 0.04591, 0.02467, 0.02097, 0.99948, 
 -0.00049, 0.01564, 0.04588, 0.02452, 0.02211, 0.99945, 
 -0.00059, 0.01566, 0.04585, 0.02045, 0.02392, 0.99950, 
 0.01466, 0.01561, 0.04572, 0.01928, 0.00784, 0.99978, 
 0.01463, 0.01566, 0.04574, 0.01995, 0.00930, 0.99976, 
 0.01457, 0.01565, 0.04576, 0.01797, 0.00798, 0.99981, 
 0.01463, 0.01558, 0.04582, 0.01805, 0.00339, 0.99983, 
 0.01465, 0.01562, 0.04581, 0.01852, 0.00614, 0.99981, 
 0.02905, 0.01499, 0.04585, 0.00629, -0.00921, 0.99994, 
 0.02903, 0.01503, 0.04585, 0.00614, -0.00824, 0.99995, 
 0.02902, 0.01504, 0.04586, 0.00541, -0.00855, 0.99995, 
